,Day-ahead price [EUR/MWh],datetime
2022-04-22 08:00:00+02:00,244.1,2022-04-22 08:00:00+02:00
2022-04-22 09:00:00+02:00,221.05,2022-04-22 09:00:00+02:00
2022-04-22 10:00:00+02:00,196.56,2022-04-22 10:00:00+02:00
2022-04-22 11:00:00+02:00,157.41,2022-04-22 11:00:00+02:00
2022-04-22 12:00:00+02:00,149.6,2022-04-22 12:00:00+02:00
2022-04-22 13:00:00+02:00,102.0,2022-04-22 13:00:00+02:00
2022-04-22 14:00:00+02:00,100.0,2022-04-22 14:00:00+02:00
2022-04-22 15:00:00+02:00,86.77,2022-04-22 15:00:00+02:00
2022-04-22 16:00:00+02:00,118.97,2022-04-22 16:00:00+02:00
2022-04-22 17:00:00+02:00,167.0,2022-04-22 17:00:00+02:00
2022-04-22 18:00:00+02:00,184.9,2022-04-22 18:00:00+02:00
2022-04-22 19:00:00+02:00,209.61,2022-04-22 19:00:00+02:00
2022-04-22 20:00:00+02:00,209.97,2022-04-22 20:00:00+02:00
2022-04-22 21:00:00+02:00,209.66,2022-04-22 21:00:00+02:00
2022-04-22 22:00:00+02:00,192.0,2022-04-22 22:00:00+02:00
2022-04-22 23:00:00+02:00,177.55,2022-04-22 23:00:00+02:00
2022-04-23 00:00:00+02:00,195.2,2022-04-23 00:00:00+02:00
2022-04-23 01:00:00+02:00,185.5,2022-04-23 01:00:00+02:00
2022-04-23 02:00:00+02:00,178.63,2022-04-23 02:00:00+02:00
2022-04-23 03:00:00+02:00,161.9,2022-04-23 03:00:00+02:00
2022-04-23 04:00:00+02:00,129.9,2022-04-23 04:00:00+02:00
2022-04-23 05:00:00+02:00,122.57,2022-04-23 05:00:00+02:00
2022-04-23 06:00:00+02:00,140.77,2022-04-23 06:00:00+02:00
2022-04-23 07:00:00+02:00,154.01,2022-04-23 07:00:00+02:00
2022-04-23 08:00:00+02:00,162.84,2022-04-23 08:00:00+02:00
2022-04-23 09:00:00+02:00,80.0,2022-04-23 09:00:00+02:00
2022-04-23 10:00:00+02:00,-3.6,2022-04-23 10:00:00+02:00
2022-04-23 11:00:00+02:00,-184.94,2022-04-23 11:00:00+02:00
2022-04-23 12:00:00+02:00,-222.36,2022-04-23 12:00:00+02:00
2022-04-23 13:00:00+02:00,-217.42,2022-04-23 13:00:00+02:00
2022-04-23 14:00:00+02:00,-214.9,2022-04-23 14:00:00+02:00
2022-04-23 15:00:00+02:00,-166.82,2022-04-23 15:00:00+02:00
2022-04-23 16:00:00+02:00,-70.1,2022-04-23 16:00:00+02:00
2022-04-23 17:00:00+02:00,49.9,2022-04-23 17:00:00+02:00
2022-04-23 18:00:00+02:00,140.0,2022-04-23 18:00:00+02:00
2022-04-23 19:00:00+02:00,168.19,2022-04-23 19:00:00+02:00
2022-04-23 20:00:00+02:00,172.5,2022-04-23 20:00:00+02:00
2022-04-23 21:00:00+02:00,189.57,2022-04-23 21:00:00+02:00
2022-04-23 22:00:00+02:00,177.91,2022-04-23 22:00:00+02:00
2022-04-23 23:00:00+02:00,171.78,2022-04-23 23:00:00+02:00
2022-04-24 00:00:00+02:00,146.9,2022-04-24 00:00:00+02:00
2022-04-24 01:00:00+02:00,122.5,2022-04-24 01:00:00+02:00
2022-04-24 02:00:00+02:00,103.83,2022-04-24 02:00:00+02:00
2022-04-24 03:00:00+02:00,93.69,2022-04-24 03:00:00+02:00
2022-04-24 04:00:00+02:00,89.62,2022-04-24 04:00:00+02:00
2022-04-24 05:00:00+02:00,93.65,2022-04-24 05:00:00+02:00
2022-04-24 06:00:00+02:00,93.61,2022-04-24 06:00:00+02:00
2022-04-24 07:00:00+02:00,110.06,2022-04-24 07:00:00+02:00
2022-04-24 08:00:00+02:00,88.02,2022-04-24 08:00:00+02:00
2022-04-24 09:00:00+02:00,8.93,2022-04-24 09:00:00+02:00
2022-04-24 10:00:00+02:00,-3.5,2022-04-24 10:00:00+02:00
2022-04-24 11:00:00+02:00,-20.0,2022-04-24 11:00:00+02:00
2022-04-24 12:00:00+02:00,-91.84,2022-04-24 12:00:00+02:00
2022-04-24 13:00:00+02:00,-117.21,2022-04-24 13:00:00+02:00
2022-04-24 14:00:00+02:00,-64.4,2022-04-24 14:00:00+02:00
2022-04-24 15:00:00+02:00,-3.6,2022-04-24 15:00:00+02:00
2022-04-24 16:00:00+02:00,49.9,2022-04-24 16:00:00+02:00
2022-04-24 17:00:00+02:00,111.73,2022-04-24 17:00:00+02:00
2022-04-24 18:00:00+02:00,165.01,2022-04-24 18:00:00+02:00
2022-04-24 19:00:00+02:00,198.65,2022-04-24 19:00:00+02:00
2022-04-24 20:00:00+02:00,224.95,2022-04-24 20:00:00+02:00
2022-04-24 21:00:00+02:00,218.36,2022-04-24 21:00:00+02:00
2022-04-24 22:00:00+02:00,205.73,2022-04-24 22:00:00+02:00
2022-04-24 23:00:00+02:00,186.99,2022-04-24 23:00:00+02:00
2022-04-25 00:00:00+02:00,184.96,2022-04-25 00:00:00+02:00
2022-04-25 01:00:00+02:00,183.78,2022-04-25 01:00:00+02:00
2022-04-25 02:00:00+02:00,185.63,2022-04-25 02:00:00+02:00
2022-04-25 03:00:00+02:00,186.1,2022-04-25 03:00:00+02:00
2022-04-25 04:00:00+02:00,188.12,2022-04-25 04:00:00+02:00
2022-04-25 05:00:00+02:00,200.06,2022-04-25 05:00:00+02:00
2022-04-25 06:00:00+02:00,237.23,2022-04-25 06:00:00+02:00
2022-04-25 07:00:00+02:00,261.87,2022-04-25 07:00:00+02:00
2022-04-25 08:00:00+02:00,272.47,2022-04-25 08:00:00+02:00
2022-04-25 09:00:00+02:00,249.06,2022-04-25 09:00:00+02:00
2022-04-25 10:00:00+02:00,232.59,2022-04-25 10:00:00+02:00
2022-04-25 11:00:00+02:00,227.97,2022-04-25 11:00:00+02:00
2022-04-25 12:00:00+02:00,211.0,2022-04-25 12:00:00+02:00
2022-04-25 13:00:00+02:00,200.0,2022-04-25 13:00:00+02:00
2022-04-25 14:00:00+02:00,194.9,2022-04-25 14:00:00+02:00
2022-04-25 15:00:00+02:00,191.99,2022-04-25 15:00:00+02:00
2022-04-25 16:00:00+02:00,189.5,2022-04-25 16:00:00+02:00
2022-04-25 17:00:00+02:00,200.0,2022-04-25 17:00:00+02:00
2022-04-25 18:00:00+02:00,225.5,2022-04-25 18:00:00+02:00
2022-04-25 19:00:00+02:00,273.88,2022-04-25 19:00:00+02:00
2022-04-25 20:00:00+02:00,275.71,2022-04-25 20:00:00+02:00
2022-04-25 21:00:00+02:00,264.93,2022-04-25 21:00:00+02:00
2022-04-25 22:00:00+02:00,254.0,2022-04-25 22:00:00+02:00
2022-04-25 23:00:00+02:00,218.1,2022-04-25 23:00:00+02:00
2022-04-26 00:00:00+02:00,194.4,2022-04-26 00:00:00+02:00
2022-04-26 01:00:00+02:00,187.28,2022-04-26 01:00:00+02:00
2022-04-26 02:00:00+02:00,192.43,2022-04-26 02:00:00+02:00
2022-04-26 03:00:00+02:00,193.06,2022-04-26 03:00:00+02:00
2022-04-26 04:00:00+02:00,196.59,2022-04-26 04:00:00+02:00
2022-04-26 05:00:00+02:00,232.95,2022-04-26 05:00:00+02:00
2022-04-26 06:00:00+02:00,219.9,2022-04-26 06:00:00+02:00
2022-04-26 07:00:00+02:00,267.49,2022-04-26 07:00:00+02:00
2022-04-26 08:00:00+02:00,269.98,2022-04-26 08:00:00+02:00
2022-04-26 09:00:00+02:00,249.9,2022-04-26 09:00:00+02:00
2022-04-26 10:00:00+02:00,221.12,2022-04-26 10:00:00+02:00
2022-04-26 11:00:00+02:00,205.14,2022-04-26 11:00:00+02:00
2022-04-26 12:00:00+02:00,194.3,2022-04-26 12:00:00+02:00
2022-04-26 13:00:00+02:00,201.25,2022-04-26 13:00:00+02:00
2022-04-26 14:00:00+02:00,202.51,2022-04-26 14:00:00+02:00
2022-04-26 15:00:00+02:00,198.2,2022-04-26 15:00:00+02:00
2022-04-26 16:00:00+02:00,197.1,2022-04-26 16:00:00+02:00
2022-04-26 17:00:00+02:00,215.6,2022-04-26 17:00:00+02:00
2022-04-26 18:00:00+02:00,239.9,2022-04-26 18:00:00+02:00
2022-04-26 19:00:00+02:00,281.0,2022-04-26 19:00:00+02:00
2022-04-26 20:00:00+02:00,286.76,2022-04-26 20:00:00+02:00
2022-04-26 21:00:00+02:00,270.01,2022-04-26 21:00:00+02:00
2022-04-26 22:00:00+02:00,255.0,2022-04-26 22:00:00+02:00
2022-04-26 23:00:00+02:00,219.18,2022-04-26 23:00:00+02:00
2022-04-27 00:00:00+02:00,206.72,2022-04-27 00:00:00+02:00
2022-04-27 01:00:00+02:00,198.01,2022-04-27 01:00:00+02:00
2022-04-27 02:00:00+02:00,196.36,2022-04-27 02:00:00+02:00
2022-04-27 03:00:00+02:00,194.53,2022-04-27 03:00:00+02:00
2022-04-27 04:00:00+02:00,197.51,2022-04-27 04:00:00+02:00
2022-04-27 05:00:00+02:00,209.94,2022-04-27 05:00:00+02:00
2022-04-27 06:00:00+02:00,240.3,2022-04-27 06:00:00+02:00
2022-04-27 07:00:00+02:00,207.8,2022-04-27 07:00:00+02:00
2022-04-27 08:00:00+02:00,265.98,2022-04-27 08:00:00+02:00
2022-04-27 09:00:00+02:00,252.74,2022-04-27 09:00:00+02:00
2022-04-27 10:00:00+02:00,218.46,2022-04-27 10:00:00+02:00
2022-04-27 11:00:00+02:00,212.32,2022-04-27 11:00:00+02:00
2022-04-27 12:00:00+02:00,207.66,2022-04-27 12:00:00+02:00
2022-04-27 13:00:00+02:00,200.62,2022-04-27 13:00:00+02:00
2022-04-27 14:00:00+02:00,193.22,2022-04-27 14:00:00+02:00
2022-04-27 15:00:00+02:00,190.96,2022-04-27 15:00:00+02:00
2022-04-27 16:00:00+02:00,191.35,2022-04-27 16:00:00+02:00
2022-04-27 17:00:00+02:00,206.49,2022-04-27 17:00:00+02:00
2022-04-27 18:00:00+02:00,239.31,2022-04-27 18:00:00+02:00
2022-04-27 19:00:00+02:00,267.9,2022-04-27 19:00:00+02:00
2022-04-27 20:00:00+02:00,266.33,2022-04-27 20:00:00+02:00
2022-04-27 21:00:00+02:00,254.94,2022-04-27 21:00:00+02:00
2022-04-27 22:00:00+02:00,235.33,2022-04-27 22:00:00+02:00
2022-04-27 23:00:00+02:00,202.57,2022-04-27 23:00:00+02:00
2022-04-28 00:00:00+02:00,214.63,2022-04-28 00:00:00+02:00
2022-04-28 01:00:00+02:00,201.94,2022-04-28 01:00:00+02:00
2022-04-28 02:00:00+02:00,198.0,2022-04-28 02:00:00+02:00
2022-04-28 03:00:00+02:00,201.37,2022-04-28 03:00:00+02:00
2022-04-28 04:00:00+02:00,201.5,2022-04-28 04:00:00+02:00
2022-04-28 05:00:00+02:00,218.35,2022-04-28 05:00:00+02:00
2022-04-28 06:00:00+02:00,255.0,2022-04-28 06:00:00+02:00
2022-04-28 07:00:00+02:00,283.37,2022-04-28 07:00:00+02:00
2022-04-28 08:00:00+02:00,279.29,2022-04-28 08:00:00+02:00
2022-04-28 09:00:00+02:00,251.26,2022-04-28 09:00:00+02:00
2022-04-28 10:00:00+02:00,224.93,2022-04-28 10:00:00+02:00
2022-04-28 11:00:00+02:00,212.72,2022-04-28 11:00:00+02:00
2022-04-28 12:00:00+02:00,208.0,2022-04-28 12:00:00+02:00
2022-04-28 13:00:00+02:00,200.09,2022-04-28 13:00:00+02:00
2022-04-28 14:00:00+02:00,197.05,2022-04-28 14:00:00+02:00
2022-04-28 15:00:00+02:00,196.3,2022-04-28 15:00:00+02:00
2022-04-28 16:00:00+02:00,197.13,2022-04-28 16:00:00+02:00
2022-04-28 17:00:00+02:00,217.63,2022-04-28 17:00:00+02:00
2022-04-28 18:00:00+02:00,255.0,2022-04-28 18:00:00+02:00
2022-04-28 19:00:00+02:00,279.09,2022-04-28 19:00:00+02:00
2022-04-28 20:00:00+02:00,284.91,2022-04-28 20:00:00+02:00
2022-04-28 21:00:00+02:00,268.91,2022-04-28 21:00:00+02:00
2022-04-28 22:00:00+02:00,253.56,2022-04-28 22:00:00+02:00
2022-04-28 23:00:00+02:00,222.78,2022-04-28 23:00:00+02:00
2022-04-29 00:00:00+02:00,206.05,2022-04-29 00:00:00+02:00
2022-04-29 01:00:00+02:00,203.15,2022-04-29 01:00:00+02:00
2022-04-29 02:00:00+02:00,202.52,2022-04-29 02:00:00+02:00
2022-04-29 03:00:00+02:00,203.23,2022-04-29 03:00:00+02:00
2022-04-29 04:00:00+02:00,205.09,2022-04-29 04:00:00+02:00
2022-04-29 05:00:00+02:00,213.86,2022-04-29 05:00:00+02:00
2022-04-29 06:00:00+02:00,255.77,2022-04-29 06:00:00+02:00
2022-04-29 07:00:00+02:00,280.06,2022-04-29 07:00:00+02:00
2022-04-29 08:00:00+02:00,291.22,2022-04-29 08:00:00+02:00
2022-04-29 09:00:00+02:00,256.34,2022-04-29 09:00:00+02:00
2022-04-29 10:00:00+02:00,230.33,2022-04-29 10:00:00+02:00
2022-04-29 11:00:00+02:00,217.4,2022-04-29 11:00:00+02:00
2022-04-29 12:00:00+02:00,208.37,2022-04-29 12:00:00+02:00
2022-04-29 13:00:00+02:00,197.25,2022-04-29 13:00:00+02:00
2022-04-29 14:00:00+02:00,195.24,2022-04-29 14:00:00+02:00
2022-04-29 15:00:00+02:00,195.04,2022-04-29 15:00:00+02:00
2022-04-29 16:00:00+02:00,206.0,2022-04-29 16:00:00+02:00
2022-04-29 17:00:00+02:00,216.3,2022-04-29 17:00:00+02:00
2022-04-29 18:00:00+02:00,246.98,2022-04-29 18:00:00+02:00
2022-04-29 19:00:00+02:00,262.08,2022-04-29 19:00:00+02:00
2022-04-29 20:00:00+02:00,265.87,2022-04-29 20:00:00+02:00
2022-04-29 21:00:00+02:00,254.97,2022-04-29 21:00:00+02:00
2022-04-29 22:00:00+02:00,241.56,2022-04-29 22:00:00+02:00
2022-04-29 23:00:00+02:00,215.44,2022-04-29 23:00:00+02:00
2022-04-30 00:00:00+02:00,204.78,2022-04-30 00:00:00+02:00
2022-04-30 01:00:00+02:00,189.1,2022-04-30 01:00:00+02:00
2022-04-30 02:00:00+02:00,189.91,2022-04-30 02:00:00+02:00
2022-04-30 03:00:00+02:00,187.47,2022-04-30 03:00:00+02:00
2022-04-30 04:00:00+02:00,189.96,2022-04-30 04:00:00+02:00
2022-04-30 05:00:00+02:00,194.81,2022-04-30 05:00:00+02:00
2022-04-30 06:00:00+02:00,201.0,2022-04-30 06:00:00+02:00
2022-04-30 07:00:00+02:00,206.59,2022-04-30 07:00:00+02:00
2022-04-30 08:00:00+02:00,210.01,2022-04-30 08:00:00+02:00
2022-04-30 09:00:00+02:00,205.85,2022-04-30 09:00:00+02:00
2022-04-30 10:00:00+02:00,195.95,2022-04-30 10:00:00+02:00
2022-04-30 11:00:00+02:00,186.58,2022-04-30 11:00:00+02:00
2022-04-30 12:00:00+02:00,180.04,2022-04-30 12:00:00+02:00
2022-04-30 13:00:00+02:00,172.94,2022-04-30 13:00:00+02:00
2022-04-30 14:00:00+02:00,166.35,2022-04-30 14:00:00+02:00
2022-04-30 15:00:00+02:00,159.69,2022-04-30 15:00:00+02:00
2022-04-30 16:00:00+02:00,163.88,2022-04-30 16:00:00+02:00
2022-04-30 17:00:00+02:00,192.02,2022-04-30 17:00:00+02:00
2022-04-30 18:00:00+02:00,226.09,2022-04-30 18:00:00+02:00
2022-04-30 19:00:00+02:00,246.97,2022-04-30 19:00:00+02:00
2022-04-30 20:00:00+02:00,252.64,2022-04-30 20:00:00+02:00
2022-04-30 21:00:00+02:00,247.11,2022-04-30 21:00:00+02:00
2022-04-30 22:00:00+02:00,239.09,2022-04-30 22:00:00+02:00
2022-04-30 23:00:00+02:00,219.0,2022-04-30 23:00:00+02:00
2022-05-01 00:00:00+02:00,206.0,2022-05-01 00:00:00+02:00
2022-05-01 01:00:00+02:00,199.7,2022-05-01 01:00:00+02:00
2022-05-01 02:00:00+02:00,197.56,2022-05-01 02:00:00+02:00
2022-05-01 03:00:00+02:00,192.2,2022-05-01 03:00:00+02:00
2022-05-01 04:00:00+02:00,197.43,2022-05-01 04:00:00+02:00
2022-05-01 05:00:00+02:00,201.32,2022-05-01 05:00:00+02:00
2022-05-01 06:00:00+02:00,195.0,2022-05-01 06:00:00+02:00
2022-05-01 07:00:00+02:00,194.95,2022-05-01 07:00:00+02:00
2022-05-01 08:00:00+02:00,186.94,2022-05-01 08:00:00+02:00
2022-05-01 09:00:00+02:00,182.04,2022-05-01 09:00:00+02:00
2022-05-01 10:00:00+02:00,177.31,2022-05-01 10:00:00+02:00
2022-05-01 11:00:00+02:00,176.5,2022-05-01 11:00:00+02:00
2022-05-01 12:00:00+02:00,174.92,2022-05-01 12:00:00+02:00
2022-05-01 13:00:00+02:00,150.74,2022-05-01 13:00:00+02:00
2022-05-01 14:00:00+02:00,140.4,2022-05-01 14:00:00+02:00
2022-05-01 15:00:00+02:00,138.9,2022-05-01 15:00:00+02:00
2022-05-01 16:00:00+02:00,155.9,2022-05-01 16:00:00+02:00
2022-05-01 17:00:00+02:00,187.04,2022-05-01 17:00:00+02:00
2022-05-01 18:00:00+02:00,215.85,2022-05-01 18:00:00+02:00
2022-05-01 19:00:00+02:00,249.43,2022-05-01 19:00:00+02:00
2022-05-01 20:00:00+02:00,254.94,2022-05-01 20:00:00+02:00
2022-05-01 21:00:00+02:00,243.03,2022-05-01 21:00:00+02:00
2022-05-01 22:00:00+02:00,239.72,2022-05-01 22:00:00+02:00
2022-05-01 23:00:00+02:00,215.97,2022-05-01 23:00:00+02:00
2022-05-02 00:00:00+02:00,206.46,2022-05-02 00:00:00+02:00
2022-05-02 01:00:00+02:00,199.87,2022-05-02 01:00:00+02:00
2022-05-02 02:00:00+02:00,194.69,2022-05-02 02:00:00+02:00
2022-05-02 03:00:00+02:00,193.76,2022-05-02 03:00:00+02:00
2022-05-02 04:00:00+02:00,196.34,2022-05-02 04:00:00+02:00
2022-05-02 05:00:00+02:00,209.96,2022-05-02 05:00:00+02:00
2022-05-02 06:00:00+02:00,248.88,2022-05-02 06:00:00+02:00
2022-05-02 07:00:00+02:00,270.0,2022-05-02 07:00:00+02:00
2022-05-02 08:00:00+02:00,264.57,2022-05-02 08:00:00+02:00
2022-05-02 09:00:00+02:00,238.98,2022-05-02 09:00:00+02:00
2022-05-02 10:00:00+02:00,194.27,2022-05-02 10:00:00+02:00
2022-05-02 11:00:00+02:00,189.97,2022-05-02 11:00:00+02:00
2022-05-02 12:00:00+02:00,186.6,2022-05-02 12:00:00+02:00
2022-05-02 13:00:00+02:00,190.45,2022-05-02 13:00:00+02:00
2022-05-02 14:00:00+02:00,187.65,2022-05-02 14:00:00+02:00
2022-05-02 15:00:00+02:00,185.05,2022-05-02 15:00:00+02:00
2022-05-02 16:00:00+02:00,188.2,2022-05-02 16:00:00+02:00
2022-05-02 17:00:00+02:00,218.72,2022-05-02 17:00:00+02:00
2022-05-02 18:00:00+02:00,229.18,2022-05-02 18:00:00+02:00
2022-05-02 19:00:00+02:00,245.0,2022-05-02 19:00:00+02:00
2022-05-02 20:00:00+02:00,265.41,2022-05-02 20:00:00+02:00
2022-05-02 21:00:00+02:00,253.52,2022-05-02 21:00:00+02:00
2022-05-02 22:00:00+02:00,241.11,2022-05-02 22:00:00+02:00
2022-05-02 23:00:00+02:00,219.92,2022-05-02 23:00:00+02:00
2022-05-03 00:00:00+02:00,184.5,2022-05-03 00:00:00+02:00
2022-05-03 01:00:00+02:00,182.09,2022-05-03 01:00:00+02:00
2022-05-03 02:00:00+02:00,184.08,2022-05-03 02:00:00+02:00
2022-05-03 03:00:00+02:00,185.12,2022-05-03 03:00:00+02:00
2022-05-03 04:00:00+02:00,187.04,2022-05-03 04:00:00+02:00
2022-05-03 05:00:00+02:00,191.19,2022-05-03 05:00:00+02:00
2022-05-03 06:00:00+02:00,236.26,2022-05-03 06:00:00+02:00
2022-05-03 07:00:00+02:00,255.96,2022-05-03 07:00:00+02:00
2022-05-03 08:00:00+02:00,255.96,2022-05-03 08:00:00+02:00
2022-05-03 09:00:00+02:00,232.7,2022-05-03 09:00:00+02:00
2022-05-03 10:00:00+02:00,206.07,2022-05-03 10:00:00+02:00
2022-05-03 11:00:00+02:00,200.24,2022-05-03 11:00:00+02:00
2022-05-03 12:00:00+02:00,195.79,2022-05-03 12:00:00+02:00
2022-05-03 13:00:00+02:00,197.29,2022-05-03 13:00:00+02:00
2022-05-03 14:00:00+02:00,194.89,2022-05-03 14:00:00+02:00
2022-05-03 15:00:00+02:00,195.54,2022-05-03 15:00:00+02:00
2022-05-03 16:00:00+02:00,197.99,2022-05-03 16:00:00+02:00
2022-05-03 17:00:00+02:00,218.99,2022-05-03 17:00:00+02:00
2022-05-03 18:00:00+02:00,249.96,2022-05-03 18:00:00+02:00
2022-05-03 19:00:00+02:00,269.94,2022-05-03 19:00:00+02:00
2022-05-03 20:00:00+02:00,270.23,2022-05-03 20:00:00+02:00
2022-05-03 21:00:00+02:00,261.77,2022-05-03 21:00:00+02:00
2022-05-03 22:00:00+02:00,253.21,2022-05-03 22:00:00+02:00
2022-05-03 23:00:00+02:00,228.94,2022-05-03 23:00:00+02:00
2022-05-04 00:00:00+02:00,206.0,2022-05-04 00:00:00+02:00
2022-05-04 01:00:00+02:00,200.0,2022-05-04 01:00:00+02:00
2022-05-04 02:00:00+02:00,200.34,2022-05-04 02:00:00+02:00
2022-05-04 03:00:00+02:00,201.12,2022-05-04 03:00:00+02:00
2022-05-04 04:00:00+02:00,201.14,2022-05-04 04:00:00+02:00
2022-05-04 05:00:00+02:00,224.32,2022-05-04 05:00:00+02:00
2022-05-04 06:00:00+02:00,256.58,2022-05-04 06:00:00+02:00
2022-05-04 07:00:00+02:00,296.9,2022-05-04 07:00:00+02:00
2022-05-04 08:00:00+02:00,280.1,2022-05-04 08:00:00+02:00
2022-05-04 09:00:00+02:00,255.09,2022-05-04 09:00:00+02:00
2022-05-04 10:00:00+02:00,220.41,2022-05-04 10:00:00+02:00
2022-05-04 11:00:00+02:00,191.9,2022-05-04 11:00:00+02:00
2022-05-04 12:00:00+02:00,189.38,2022-05-04 12:00:00+02:00
2022-05-04 13:00:00+02:00,188.15,2022-05-04 13:00:00+02:00
2022-05-04 14:00:00+02:00,189.05,2022-05-04 14:00:00+02:00
2022-05-04 15:00:00+02:00,200.15,2022-05-04 15:00:00+02:00
2022-05-04 16:00:00+02:00,206.24,2022-05-04 16:00:00+02:00
2022-05-04 17:00:00+02:00,225.49,2022-05-04 17:00:00+02:00
2022-05-04 18:00:00+02:00,249.98,2022-05-04 18:00:00+02:00
2022-05-04 19:00:00+02:00,275.44,2022-05-04 19:00:00+02:00
2022-05-04 20:00:00+02:00,281.49,2022-05-04 20:00:00+02:00
2022-05-04 21:00:00+02:00,263.37,2022-05-04 21:00:00+02:00
2022-05-04 22:00:00+02:00,246.9,2022-05-04 22:00:00+02:00
2022-05-04 23:00:00+02:00,232.47,2022-05-04 23:00:00+02:00
2022-05-05 00:00:00+02:00,225.2,2022-05-05 00:00:00+02:00
2022-05-05 01:00:00+02:00,208.44,2022-05-05 01:00:00+02:00
2022-05-05 02:00:00+02:00,208.12,2022-05-05 02:00:00+02:00
2022-05-05 03:00:00+02:00,205.09,2022-05-05 03:00:00+02:00
2022-05-05 04:00:00+02:00,204.9,2022-05-05 04:00:00+02:00
2022-05-05 05:00:00+02:00,220.77,2022-05-05 05:00:00+02:00
2022-05-05 06:00:00+02:00,254.96,2022-05-05 06:00:00+02:00
2022-05-05 07:00:00+02:00,275.06,2022-05-05 07:00:00+02:00
2022-05-05 08:00:00+02:00,268.02,2022-05-05 08:00:00+02:00
2022-05-05 09:00:00+02:00,252.96,2022-05-05 09:00:00+02:00
2022-05-05 10:00:00+02:00,235.03,2022-05-05 10:00:00+02:00
2022-05-05 11:00:00+02:00,232.09,2022-05-05 11:00:00+02:00
2022-05-05 12:00:00+02:00,223.98,2022-05-05 12:00:00+02:00
2022-05-05 13:00:00+02:00,215.04,2022-05-05 13:00:00+02:00
2022-05-05 14:00:00+02:00,210.9,2022-05-05 14:00:00+02:00
2022-05-05 15:00:00+02:00,199.9,2022-05-05 15:00:00+02:00
2022-05-05 16:00:00+02:00,206.67,2022-05-05 16:00:00+02:00
2022-05-05 17:00:00+02:00,229.0,2022-05-05 17:00:00+02:00
2022-05-05 18:00:00+02:00,243.16,2022-05-05 18:00:00+02:00
2022-05-05 19:00:00+02:00,263.0,2022-05-05 19:00:00+02:00
2022-05-05 20:00:00+02:00,276.61,2022-05-05 20:00:00+02:00
2022-05-05 21:00:00+02:00,259.96,2022-05-05 21:00:00+02:00
2022-05-05 22:00:00+02:00,251.84,2022-05-05 22:00:00+02:00
2022-05-05 23:00:00+02:00,238.52,2022-05-05 23:00:00+02:00
2022-05-06 00:00:00+02:00,220.69,2022-05-06 00:00:00+02:00
2022-05-06 01:00:00+02:00,213.74,2022-05-06 01:00:00+02:00
2022-05-06 02:00:00+02:00,207.56,2022-05-06 02:00:00+02:00
2022-05-06 03:00:00+02:00,204.02,2022-05-06 03:00:00+02:00
2022-05-06 04:00:00+02:00,206.57,2022-05-06 04:00:00+02:00
2022-05-06 05:00:00+02:00,219.07,2022-05-06 05:00:00+02:00
2022-05-06 06:00:00+02:00,255.91,2022-05-06 06:00:00+02:00
2022-05-06 07:00:00+02:00,274.92,2022-05-06 07:00:00+02:00
2022-05-06 08:00:00+02:00,262.97,2022-05-06 08:00:00+02:00
2022-05-06 09:00:00+02:00,236.8,2022-05-06 09:00:00+02:00
2022-05-06 10:00:00+02:00,220.0,2022-05-06 10:00:00+02:00
2022-05-06 11:00:00+02:00,208.13,2022-05-06 11:00:00+02:00
2022-05-06 12:00:00+02:00,207.4,2022-05-06 12:00:00+02:00
2022-05-06 13:00:00+02:00,191.81,2022-05-06 13:00:00+02:00
2022-05-06 14:00:00+02:00,190.01,2022-05-06 14:00:00+02:00
2022-05-06 15:00:00+02:00,187.01,2022-05-06 15:00:00+02:00
2022-05-06 16:00:00+02:00,192.7,2022-05-06 16:00:00+02:00
2022-05-06 17:00:00+02:00,211.59,2022-05-06 17:00:00+02:00
2022-05-06 18:00:00+02:00,239.09,2022-05-06 18:00:00+02:00
2022-05-06 19:00:00+02:00,256.79,2022-05-06 19:00:00+02:00
2022-05-06 20:00:00+02:00,262.69,2022-05-06 20:00:00+02:00
2022-05-06 21:00:00+02:00,255.91,2022-05-06 21:00:00+02:00
2022-05-06 22:00:00+02:00,247.78,2022-05-06 22:00:00+02:00
2022-05-06 23:00:00+02:00,235.46,2022-05-06 23:00:00+02:00
2022-05-07 00:00:00+02:00,225.12,2022-05-07 00:00:00+02:00
2022-05-07 01:00:00+02:00,216.94,2022-05-07 01:00:00+02:00
2022-05-07 02:00:00+02:00,207.36,2022-05-07 02:00:00+02:00
2022-05-07 03:00:00+02:00,200.01,2022-05-07 03:00:00+02:00
2022-05-07 04:00:00+02:00,199.5,2022-05-07 04:00:00+02:00
2022-05-07 05:00:00+02:00,200.1,2022-05-07 05:00:00+02:00
2022-05-07 06:00:00+02:00,201.78,2022-05-07 06:00:00+02:00
2022-05-07 07:00:00+02:00,216.28,2022-05-07 07:00:00+02:00
2022-05-07 08:00:00+02:00,217.04,2022-05-07 08:00:00+02:00
2022-05-07 09:00:00+02:00,208.57,2022-05-07 09:00:00+02:00
2022-05-07 10:00:00+02:00,194.17,2022-05-07 10:00:00+02:00
2022-05-07 11:00:00+02:00,190.67,2022-05-07 11:00:00+02:00
2022-05-07 12:00:00+02:00,186.55,2022-05-07 12:00:00+02:00
2022-05-07 13:00:00+02:00,174.37,2022-05-07 13:00:00+02:00
2022-05-07 14:00:00+02:00,166.7,2022-05-07 14:00:00+02:00
